ResponseId,StartDate,OverallSatisfaction,OpenResponse,QuestionCategory
R_QaYPoKex4Zal7uF,10/9/18 3:22,3,"Too expensive, doesnâ€™t really include the ebook, after all that the home page didnâ€™t even load... horrible.",3
R_231bnFxOtVq4uei,2/16/20 16:49,6,"too expensive, don't have a concrete list of what courses of which school use publisher1. Sometimes the student just need for 1 class and then end up in buying 120$ because don't have another option",1
R_2Spe2rvcARzzW0W,3/27/20 3:57,7,"Too expensive, hard to follow for someone who has limited time to complete the work ",1
R_3J47HgPdph6Luot,4/28/20 9:56,7,"Too expensive, hard to use interface",1
R_2BzbQgDDT0NWy3q,12/9/18 20:09,3,"Too expensive, I barely use it for how much I paid for it, again, website too cluttered. ",3
R_1gLA7WwVLxQNmba,12/6/18 20:29,2,"Too expensive, I have to pay for tuition and then this? School is too expensive.",1
R_Ttmk0Eo4r8On1tL,2/26/19 20:13,4,"Too expensive, I hope you realize that you're charging broke college students that are just trying to pass their classes.",3
R_12ykcJrX2FPhVAY,9/7/18 17:43,5,"Too expensive, I'm only 18 don't scam me please.",1
R_2zdnYse0q7CRWqm,1/22/20 20:00,7,"too expensive, not enough features, glitchy when accessing platform3",1
R_2SotEj6QaQMRU3b,11/14/18 20:33,1,"Too expensive, poor textbook navigation (jittery between pages), poor test questions, no LMS integration. ",2
R_3fB2tHiCNSmDfps,10/24/20 18:25,1,"Too expensive, takes forever to load, buggy, will mark you wrong on questions but not explain why or give any additional information. kind of a scam, but my university forced me to pay for it. ",1
R_2yaalJz6PzJYg4u,2/10/20 19:41,4,"too expensive, textbook graphics are slow, website runs badly. Its nice having free textbooks though",1
R_1oiP1sJDNpYPfQz,2/8/19 12:10,3,"Too expensive, too complicated, not enough information. Product1 answers aren't even free?? I have to purchase Product1 still?",2
R_2aLSTMYvzoOx1r6,2/18/19 19:03,1,"Too expensive, too long loading times, and hard to navigate.",2
R_2dusF0g2iyyXqO6,9/29/18 21:18,1,"Too expensive, you are making money hand over fist, you know this is a racket, just lower the price, you know you don't need this much money.",1
R_2AQkG2rmv0vsfNI,3/20/19 20:46,5,Too expensive.,3
R_1F4mEYeiFYNrJup,10/7/18 20:05,5,too expensive.,3
R_1N4gSvum5kvj4FB,9/30/18 16:39,5,Too Expensive.,1
R_1oiP1sJDNpYPfQz,2/8/19 12:10,3,Too expensive.,3
R_1kYSvtOBzTn11LC,2/6/19 21:44,1,Too expensive.,3
R_2SotEj6QaQMRU3b,11/14/18 20:33,1,Too expensive.,3
R_3kLAtpw6FZDKgZl,2/1/20 0:40,6,Too expensive. ,3
R_1kFc4g2BYbRuJxO,10/29/18 14:41,5,Too expensive.  Loads of problems syncing with Black Board,3
R_2P8dzWlxbYWqJtP,1/14/19 19:18,4,Too expensive.  The product isn't very seemless and the online book is difficult to maneuver. ,2
R_CgMuWkYGSlLjqQF,7/21/19 15:55,8,Too expensive. :/,1
R_9Lxbf0JVtcjRIJj,2/8/20 7:11,8,too expensive. and i dont know if i need it next semester or just the current semester,3
R_324xb5aAPlw854l,9/29/20 11:52,3,too expensive. could only find 2 or 3 books that I needed ,1
R_3KTRC5D6KncKS9R,2/3/20 22:30,1,too expensive. i am taking only one class. this is prohibitive for part-time students.,1
R_2CDH8NQUoNuGdcL,3/23/20 1:37,5,too expensive. I did poorly the first half od the semester because I could not afford publisher1 especially due to the fact I do not receive financial aid and limited financial support fro my parents.,1
R_3HubKPoWUYw3Kkq,3/13/21 14:49,6,Too expensive. I had to jump through too many hoops to get what I needed,1
R_2ZWEUcFqXyEAuYF,2/15/19 10:09,5,Too expensive. Login information never keeps me logged in,3
R_31BiTbGRGcZsVHi,9/29/20 13:56,1,Too expensive. Not a big fan of the assignments.,1
R_2zBAzRSUDHCUDpx,4/2/19 19:51,7,Too Expensive. Not affordable for college students!,1
R_ebPbtgJyVluKSHv,2/26/21 10:23,6,Too expensive. the access is good.,1
R_233OzH2xiEh52ID,3/5/20 19:04,3,too expensive... ,1
R_1jE5a6tCgRGMOnD,10/21/18 23:08,1,TOO FUCKING EXPENSIVE FOR ONE CLASS,2
R_1nYKjXvkcEGVbpg,2/7/19 12:21,5,"Too fukin expensive, duh",2
R_3iwLOQ7TuCpzUpl,4/21/20 13:20,1,Too hard to access textbook,1
R_1ewXsl6yj3nW4j9,2/23/19 13:22,2,too hard to find and have access to books,2
R_1kTE0uFOJ79Qcuw,12/7/18 0:19,7,too lazy to type,2
R_qQqN39Me9KHtkMF,1/16/19 11:44,5,Too long,3
R_2QGo4yT1YJ3gCuW,10/16/18 18:05,1,too long and website is too slow,2
R_2aWUU9LNN3Qd4fI,2/21/19 20:39,3,too long survey,1
R_2D5KwnLuIEDXgSC,10/24/18 11:38,2,Too many,2
R_1FkuRi5jP8TmuT1,7/1/19 9:14,5,"too many activities in one chapter, for a student with 4 more classes is really hard and if we don't have to get it done its still very confusing",1
R_1n3AKWSmXZGX2pk,9/24/20 14:07,4,Too many assignments,1
R_3M9inQHVPFjFGAW,11/29/18 14:11,7,Too many books appear when I type specific titles.,4
R_22tsrinXUSasaSE,3/21/19 11:37,6,Too many chemistry problems. Cut back. Also platform2 is too specific with certain math problems. Please make explanations and solutions easier for computer to read,1
R_cvf6IMDHiF59ntn,1/17/19 18:01,8,Too many clicks and very outdated web-interface for the quizzes. Other than that I prefer this greatly to sitting in a classroom for this particular content.,1
R_UR6wcWCwzwJyRRT,1/26/20 9:24,10,Too many clicks. ,4
R_1oGWXfGNL2vAr3n,11/29/18 11:40,8,Too many courses with the same course number,4
R_2CNhBelnkFXXy6Q,2/19/19 21:41,1,too many different access codes it's so confusing!,4
R_QcbtD0IcqcM3LMt,1/29/19 15:13,4,"Too many different areas to search, especially when there is a companion book associated.",4
R_2rwtGNOw3igmfPb,12/4/20 11:19,7,too many errors and typos,1
R_UT8LqpoEmbenorL,10/16/18 23:29,4,Too many for the amount you pay.,2
R_2TEPAxcxVU5Dh1D,11/29/18 1:36,4,too many glitches. not fair we are forced to buy the subscription but have to pay more for a physical copy.,1
R_3IRXvvmetW9wr2S,10/9/18 14:18,3,"too many hoops to jump through. And every time I  log on, too many pages to go through to get to a book. Online books are incovenient in more ways than they are convenient. I am altogether unsatisfied with this change in service.",2
R_1oGWXfGNL2vAr3n,11/29/18 11:40,8,"Too many hyperlinks, times out too quickly.",2
R_WBuvVSdxtrJeeqt,3/25/19 18:07,1,too many links,4
R_2SdjGfv7fuLs8c2,4/24/21 17:46,9,"Too many links on the homepage for a single course. I show 3 different links for the only book I purchased, but only 1 of the links opens up the actual book which is confusing for a new user. The links could be consolidated into a single icon and have every related link for all of the material from there.",1
R_yOb8a08H83s9fLX,3/29/20 20:23,1,"Too many menus, difficult to navigate menus, and to add classes. Too many links/menus within courses, very cluttered and confusing layout. ",1
R_3NLed3keBBQhkU3,1/25/19 17:12,10,too many of the same books. the description was not clear if it's the ebook only or if I needed to get product2 to be able to use for course work.,4
R_1k2d3NS55UbbgXx,4/5/20 15:54,1,Too many options for the correct answer and too picky on how the right answer is typed out.,1
R_qxOLMb4BLduCtDX,5/1/20 11:35,6,Too many options in each sidebar. The lesser options should be in an expandable menu with larger icons for the textbook and homeowork.,5
R_1oiP1sJDNpYPfQz,2/8/19 12:10,3,"Too many options, no clear titles of what each option is.",4
R_1kFc4g2BYbRuJxO,10/29/18 14:41,5,Too many pages. Not easy to navigate,4
R_1PZ6JH9lLYEdTVs,9/5/20 20:21,3,"Too many places to possibly see homework and tests. Professor published some items to one place, but did not include other items. Had to go through the calendar view to see why I missed assignments. Also, the software logs me out several times while reading chapter work. Annoying!",1
R_0CmMbE7VxhfYNJn,12/2/20 19:58,1,Too many pop up surveys. ,1
R_6zK5r5PhKmvzaxz,9/5/18 22:22,1,too many problems ,1
R_1FdBEJtlSASkF6p,5/1/20 0:31,8,TOO MANY QUESTIONS FOR THE platform4 INTERACTION. IT TAKES TOO LONG TO COMPLETE IF YOU DONT KNOW HOW TO DO IT.,1
R_3j1hsrl35qZ6PML,2/18/19 18:45,6,Too many screens to jump through. ,3
R_1n6kvzjoWa7do5r,1/31/19 22:27,6,Too many steps from sign on to where I want to be.,2
R_1oGWXfGNL2vAr3n,11/29/18 11:40,8,"too many steps
",3
R_6eZoJePsQ3OAQwN,1/14/19 15:30,2,Too many tabs ,4
R_2dY18Zq0i5yZyAW,12/18/18 13:58,3,Too many tabs..... why do you have to sign up to take notes?,4
R_stKLvMS0QzrWWVX,5/2/21 10:18,5,too many technical issues,1
R_pcl24I56bAfzFfj,9/30/20 2:45,2,too many technical issues and leaving off simulation exercises in the training,1
R_2cvyiZwB6bmYuhX,3/9/21 15:33,9,too many typos and math discrepancies,1
R_1HeHtB76ZScU7Ns,3/4/20 10:23,3,too many unnecessary activities in each chapter ,1
R_3RqidUHw5U3LvSL,10/20/18 9:14,5,Too many updates,2
R_V1OHvI6seHvFWYF,11/14/18 21:22,4,Too many windows logs off to frequently,4
R_2EyNR68oJOkXN4M,2/14/20 20:37,8,too many windows open when using program,1
R_V1OHvI6seHvFWYF,11/14/18 21:22,4,Too many windows to go through to access courses.,2
R_25HJdPkrSEEpOah,3/7/19 0:55,1,"Too much busy work that does not help me, I've been dealing with constant resets on Hands-on, and Chapter 3 made me repeat with no alterations in the last two projects.",2
R_a5Wz7gJXGFSoWcx,4/23/20 9:09,1,too much for something like this,3
R_307giwwMK9vZyyj,12/6/18 11:17,10,too much money,3
R_3DpEfc5EQMaJ8ua,9/30/18 20:31,10,too much money,3
R_210PhMoPQwHLDcf,10/4/18 21:20,8,too much money,3
R_1dy8cj0fySFsJ7a,2/23/19 11:40,6,too much money,3
R_3GqP5cNoj0ZW7as,10/2/18 22:53,4,Too much money,3
R_2dtk7vnObzSLd94,10/1/18 11:30,2,too much money,2
R_2dtk7vnObzSLd94,10/1/18 11:30,2,too much money,3
R_2uZFq6Gf37AYlWQ,9/23/20 18:48,1,too much money,1
R_2WwXtebWbzvMEch,4/30/20 0:58,5,too much money ,1
R_02ltw1TWUPFtu2B,11/28/18 9:09,5,Too much money for a course that is too complicated and has conflicting teaching styles from my university. ,3
R_12xoUYVX3QT8KBp,9/23/20 19:04,6,Too much money for not reminding me about assignments,1
R_2D0ormbBfM4FsLg,10/4/18 21:49,2,Too much money if you are taking only one class,2
R_1Nn158Zwe7gAYHr,12/4/18 11:01,4,"Too much money, wasn't available at the bookstore",3
R_2S16VosDpSBuURR,2/10/19 8:42,7,too much money. ,3
R_3hnBVg6MmhWqUl8,6/11/19 0:10,3,Too much reading,1
R_poaIz6JBmVpMInL,1/30/20 20:36,4,"too much stuff, annoying",1
R_3fO6I536dw1yhXa,11/3/18 14:00,7,too much wait time when you need to get a hold of customer services.  sometime the automated kick you off waiting line. anyway you guys can fix that?,2
R_2wR0QWnsuSV0B2d,2/23/20 19:40,7,Too overpriced,1
R_T17wxYijaNKvHJn,9/2/20 3:44,5,too pricey ,1
R_2c6JhLDm4eFQzbj,4/12/20 23:23,4,too slow,1
R_3CZ9Z7JvGxsmubB,4/20/20 10:56,7,"Too slow, logs you out way too often, does not allow you to right-click to open links in a new tab. Otherwise, great.",1
R_3rMpkJO11q7BPd1,12/16/18 13:04,4,"Too slow, not enough material access ",3
R_1g5xzx8wpy3nrL1,1/28/20 18:30,1,Too unfriendly too troublesome,5
R_Zl8LtaunSNz7C8h,4/18/20 15:53,8,took a bit of trial and error to understand how to navigate the site.,1
R_2U4zAzcvS0KeAZX,1/15/19 18:07,5,Took a lot of time. the code I bought would not work. I had already had an account which cause a ton of problems.,3
R_WrDRGUh4c4323Ml,2/13/19 0:02,5,took absolutely forever to sign up even though i tried for weeks on end. called customer support numerous times this weekend and nothing worked. very dissatisfying,2
R_2QDwYikiq299ZXL,12/14/18 20:50,7,"Took almost a month to get access to one of my courses, and the course was only 8 weeks long!. Half the time the images on the book are blank which makes learning and doing the assigned homework impossible. This service is way too expensive on top of the expense of paying for the class utilizing it, to be having MAJOR delays and issues such as these. I will not take a course that uses publisher1 again.",2
R_2QFzQfl25Blm5TG,2/23/20 19:12,8,"Took away a lot of expenses that some other students were struggling with
",4
R_vTCBmJZGfkx8Kvn,7/12/19 23:10,10,Took care of my classes and offers online books and rentables at a cheap price,1
R_1OVslQKMLuin6Jn,10/23/18 13:14,2,took like a week till it let me sign up,2
R_2xSu0fdUP5dENvZ,1/3/19 22:10,6,Took many hours to complete labs because of glitches and unclear instructions.,4
R_xtQuGf0xAB69alH,2/12/19 11:32,7,"Took me a very long time to find how to access Product1 and product3 premium with publisher1.  That should be easier to find for people that have already subscribed to publisher1 considering that is heavily advertised.  Other than that it's user friendly, easy to navigate, and easy to understand.",1
R_t0eAflNiTUBmd7H,4/21/20 9:10,8,Took me a while to find everything on the site but once I did it was easy to use and never has problems,1
R_wT489wBdROUylcR,2/16/19 19:50,2,Took money from my account but is trying to make me pay again,3
R_2Cslmh5fE0Qg9Td,11/14/18 19:49,1,"Took more than two minutes, and I still hate this service but I know no one reads these. Enjoy the exorbitant amount of money you got from me, shills.",1
R_24DlYkJDPauSFVx,12/1/18 22:48,1,Took some time to provide info and start using it.,2
R_vIVwc7IikpZwpGx,11/30/18 12:59,5,Took the instructors to long to get an access code,4
R_3p5p2Eimi7xxV3q,4/30/20 12:17,9,took to long for you to make a mobile app,1
R_qQqN39Me9KHtkMF,1/16/19 11:44,5,Took too long,2
R_3fAxONmapCTbBFg,10/22/18 16:15,1,took too long,3
R_12Fvw0D6BmjZrb2,10/3/18 18:22,1,Took too long ,2
R_2pKX2wDTHEq17gx,12/4/18 18:32,3,"TOOO EXPENSIVE! Especially this is a required website for the class, am I buying grade???!!!",3
R_2pKX2wDTHEq17gx,12/4/18 18:32,3,Tooo expensive!!!!!,1
R_XjmhpiiTRu620cF,3/17/19 18:29,2,total scam. capitalist america is pretty shit.,1
R_3dFFzveZoB6Lqjq,11/23/20 23:37,10,totally love publisher1 it has everything I need and I ca access it anywhere ,1
R_2wNQFcbAQLTUcB3,2/6/20 11:07,1,Totally not worth the money. ,3
R_3IumbSXLjxGAmuB,11/28/18 21:02,5,tough interface,4
R_DNw4LKogbdhyTip,4/5/20 20:00,10,Tracking and visibility towards my assignments and grades are just a few great pros of what publisher1 brings to the table.,1
R_1LMvBfEMHObjL1t,2/19/20 11:03,4,Transparent. (Unlike your Product1 offer.) ,4
R_O6v8uwAE5jiKiHL,11/4/20 12:33,5,trash pricing,1
R_3QQ8fqfOsJwxteA,1/15/19 21:08,3,"Tried multiple times from multiple computers and it wouldn't let me purchase, crashed, or couldn't add to cart.",2
R_28ChMZJCsBHIFta,10/1/20 17:55,1,Tried to enroll in another course and it wants me to resubscribe,1
R_2D7fWPycg3uNskR,2/10/19 17:48,2,tried to finesse me,3
R_yW9BCQkwzyiG4kF,12/1/18 17:27,7,tries to make me buy an ebook even though i have a publisher1 subscription.,4
R_1C47W2sfu73B4Bt,9/26/18 2:33,1,trouble accessing my ebooks ,2
R_2w13uAx7TwRjWEH,11/11/18 17:52,8,trouble actually getting product2 after buying,2
R_31HQmgwEGO1oRRG,1/14/19 21:12,7,Trouble at first navigating,4
R_2E6kV52OVmqAVyn,11/30/18 22:15,6,Trouble finding book,4
R_3qEVp11L25QiXQq,10/5/18 22:22,3,trouble finding chapters,2
R_DCrhhEALohIyEvL,1/11/19 19:39,5,Trouble getting the 7.99 books from Product1. ,2
R_x5bgyIpOyCr6JPz,2/14/21 17:40,2,trouble opening test on publisher1 ,1
R_3fqpLXPpjnXQsJq,2/13/19 13:49,3,Trouble understanding what it provides.,3
R_1M6cYAOGJslx2vc,7/19/19 16:42,1,"try to find a term, the system will give you everything except that",5
R_1mhdk77r5r6cen1,3/27/21 16:02,1,TRYING SINCE YESTERDAY AND STILL UNABLE TO ACCESS MY BOOKS!!!!,1
R_31AyBmIjDX0Yuqs,2/4/20 8:34,8,Trying to access homework assignments can get a little difficult.,1
R_1NDP7kFj3UdReIs,1/19/19 0:02,1,trying to access my book. and it sucks that you HAVE to have internet connection to access any books.,4
R_1o2auY88ZwXY9Tc,3/28/20 14:56,3,Trying to access my books seems harder than it should be.,1
R_1ob7eOUqeOHvCgW,11/29/18 11:44,7,Trying to access my course was a pain. The instructors didn't understand how to use publisher1 and your team was slow to help.,2
R_3gZ5zIZhynxuegN,6/28/19 20:44,1,trying to access my course when i bought publisher1 and its not working. completely inconvenient.,1
R_3KvE8nCgfEOpkPT,9/10/20 18:15,4,"Trying to access my ebook and I get an error message, can't do my work.",1
R_2Ph5RSWqKO501WY,12/2/18 18:59,7,"trying to add more months to term purchased was too difficult to do online, kept saying already have product2 but was not able to increase length of membership",3
